사건번호,접수일(년월일),성별,연령대,지역,판매유형,물품소분류,청구이유
2020044003,2020-11-05 00:00:00,남성,30 - 39세,경기도,국내온라인거래,사과,청약철회
2020044006,2020-11-05 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,기타스포츠·레저기구·용품,품질(물품/용역)
2020044007,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020044008,2020-11-05 00:00:00,남성,30 - 39세,서울특별시,일반판매,기타세탁서비스,품질(물품/용역)
2020044009,2020-11-05 00:00:00,여성,50 - 59세,인천광역시,일반판매,샌들·슬리퍼,품질(물품/용역)
2020044010,2020-11-05 00:00:00,남성,60 - 64세,경기도,일반판매,냄비,안전(제품/시설)
2020044011,2020-11-05 00:00:00,여성,50 - 59세,경기도,일반판매,원피스,품질(물품/용역)
2020044013,2020-11-05 00:00:00,남성,30 - 39세,경기도,일반판매,전문스포츠화(축구화·골프화 등),품질(물품/용역)
2020044014,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,모바일거래,기타의류·섬유,표시.광고
2020044016,2020-11-05 00:00:00,여성,30 - 39세,경기도,일반판매,김치냉장고,품질(물품/용역)
2020044017,2020-11-05 00:00:00,여성,70 - 79세,부산광역시,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2020044018,2020-11-05 00:00:00,여성,40 - 49세,전라북도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044019,2020-11-05 00:00:00,남성,70 - 79세,경상북도,전화권유판매,투자자문(컨설팅),부당행위
2020044021,2020-11-05 00:00:00,남성,70 - 79세,경상북도,전화권유판매,투자자문(컨설팅),부당행위
2020044022,2020-11-05 00:00:00,남성,40 - 49세,서울특별시,국내온라인거래,기타정보이용서비스,청약철회
2020044023,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020044024,2020-11-05 00:00:00,남성,50 - 59세,경기도,일반판매,화재경보장치,AS불만
2020044025,2020-11-05 00:00:00,남성,65 - 69세,경기도,전화권유판매,투자자문(컨설팅),부당행위
2020044026,2020-11-05 00:00:00,남성,30 - 39세,경상남도,방문판매,국외여행,계약해제.해지/위약금
2020044028,2020-11-05 00:00:00,여성,불명,경기도,국내온라인거래,셔츠,품질(물품/용역)
2020044029,2020-11-05 00:00:00,남성,60 - 64세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044030,2020-11-05 00:00:00,여성,50 - 59세,인천광역시,TV홈쇼핑,이불·요,품질(물품/용역)
2020044031,2020-11-05 00:00:00,여성,20 - 29세,경기도,일반판매,침대,표시.광고
2020044033,2020-11-05 00:00:00,남성,불명,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2020044034,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020044035,2020-11-05 00:00:00,남성,40 - 49세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044036,2020-11-05 00:00:00,남성,50 - 59세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044037,2020-11-05 00:00:00,여성,50 - 59세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020044038,2020-11-05 00:00:00,여성,50 - 59세,경기도,일반판매,포장이사운송서비스,품질(물품/용역)
2020044039,2020-11-05 00:00:00,남성,40 - 49세,경상남도,일반판매,정수기대여(렌트),AS불만
2020044040,2020-11-05 00:00:00,남성,30 - 39세,충청남도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044041,2020-11-05 00:00:00,남성,60 - 64세,부산광역시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044042,2020-11-05 00:00:00,남성,30 - 39세,서울특별시,일반판매,각종자격취득강습,계약해제.해지/위약금
2020044043,2020-11-05 00:00:00,남성,60 - 64세,전라북도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044044,2020-11-05 00:00:00,남성,20 - 29세,경상남도,일반판매,자동차수리·점검,부당행위
2020044045,2020-11-05 00:00:00,남성,30 - 39세,경기도,소셜커머스(쇼핑),지갑,계약불이행(불완전이행)
2020044046,2020-11-05 00:00:00,여성,40 - 49세,경기도,일반판매,종합체육시설회원권,계약해제.해지/위약금
2020044047,2020-11-05 00:00:00,여성,60 - 64세,전라북도,국내온라인거래,기타주거관리설비,품질(물품/용역)
2020044048,2020-11-05 00:00:00,여성,40 - 49세,서울특별시,일반판매,아동복,품질(물품/용역)
2020044049,2020-11-05 00:00:00,남성,30 - 39세,세종특별자치시,일반판매,예식서비스,계약해제.해지/위약금
2020044050,2020-11-05 00:00:00,여성,20 - 29세,경기도,일반판매,초고속인터넷,계약해제.해지/위약금
2020044052,2020-11-05 00:00:00,남성,60 - 64세,경기도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044053,2020-11-05 00:00:00,남성,60 - 64세,경기도,일반판매,국내결혼중개,계약해제.해지/위약금
2020044054,2020-11-05 00:00:00,여성,20 - 29세,경기도,국내온라인거래,블라우스,품질(물품/용역)
2020044055,2020-11-05 00:00:00,남성,30 - 39세,인천광역시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044056,2020-11-05 00:00:00,남성,40 - 49세,경기도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044057,2020-11-05 00:00:00,남성,70 - 79세,경기도,TV홈쇼핑,의료용구대여(렌트),계약불이행(불완전이행)
2020044058,2020-11-05 00:00:00,여성,40 - 49세,부산광역시,일반판매,블라우스,품질(물품/용역)
2020044059,2020-11-05 00:00:00,여성,50 - 59세,경기도,모바일거래,투자자문(컨설팅),부당행위
2020044060,2020-11-05 00:00:00,남성,30 - 39세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044061,2020-11-05 00:00:00,여성,30 - 39세,경기도,일반판매,택배화물운송서비스,안전(제품/시설)
2020044062,2020-11-05 00:00:00,여성,30 - 39세,부산광역시,일반판매,점퍼·재킷류,품질(물품/용역)
2020044063,2020-11-05 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044064,2020-11-05 00:00:00,남성,30 - 39세,대구광역시,전화권유판매,투자자문(컨설팅),부당행위
2020044065,2020-11-05 00:00:00,여성,50 - 59세,서울특별시,일반판매,이동전화서비스,청약철회
2020044067,2020-11-05 00:00:00,남성,40 - 49세,경기도,국내온라인거래,점퍼·재킷류,표시.광고
2020044068,2020-11-05 00:00:00,남성,40 - 49세,경기도,국내온라인거래,점퍼·재킷류,품질(물품/용역)
2020044069,2020-11-05 00:00:00,여성,40 - 49세,부산광역시,일반판매,셔츠,품질(물품/용역)
2020044070,2020-11-05 00:00:00,여성,40 - 49세,부산광역시,일반판매,셔츠,품질(물품/용역)
2020044071,2020-11-05 00:00:00,여성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020044072,2020-11-05 00:00:00,남성,50 - 59세,부산광역시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044073,2020-11-05 00:00:00,여성,20 - 29세,광주광역시,국내온라인거래,선박여객운송서비스,계약해제.해지/위약금
2020044074,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,소셜커머스(쇼핑),기타의료용구,품질(물품/용역)
2020044075,2020-11-05 00:00:00,여성,60 - 64세,서울특별시,일반판매,포장이사운송서비스,품질(물품/용역)
2020044076,2020-11-05 00:00:00,여성,60 - 64세,충청남도,기타통신판매,포장이사운송서비스,계약불이행(불완전이행)
2020044077,2020-11-05 00:00:00,여성,20 - 29세,대구광역시,일반판매,이동전화서비스,부당행위
2020044078,2020-11-05 00:00:00,남성,50 - 59세,대구광역시,일반판매,운동화,품질(물품/용역)
2020044079,2020-11-05 00:00:00,여성,30 - 39세,충청남도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020044080,2020-11-05 00:00:00,여성,40 - 49세,광주광역시,방문판매,건강(암·기타질병)보험,부당행위
2020044081,2020-11-05 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,기타미분류서비스,계약불이행(불완전이행)
2020044082,2020-11-05 00:00:00,남성,30 - 39세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2020044083,2020-11-05 00:00:00,남성,40 - 49세,경기도,일반판매,스마트폰,AS불만
2020044084,2020-11-05 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,노트북컴퓨터,품질(물품/용역)
2020044085,2020-11-05 00:00:00,남성,30 - 39세,부산광역시,일반판매,국외여행,계약해제.해지/위약금
2020044086,2020-11-05 00:00:00,남성,60 - 64세,경기도,기타통신판매,국내여행,계약해제.해지/위약금
2020044088,2020-11-05 00:00:00,남성,40 - 49세,경기도,국내온라인거래,전동킥보드,안전(제품/시설)
2020044089,2020-11-05 00:00:00,남성,50 - 59세,부산광역시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044090,2020-11-05 00:00:00,남성,40 - 49세,충청북도,국내온라인거래,건물청소서비스,계약불이행(불완전이행)
2020044091,2020-11-05 00:00:00,남성,70 - 79세,충청남도,일반판매,이동전화서비스,계약불이행(불완전이행)
2020044092,2020-11-05 00:00:00,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020044093,2020-11-05 00:00:00,여성,30 - 39세,울산광역시,모바일거래,식사배달,부당행위
2020044094,2020-11-05 00:00:00,남성,70 - 79세,서울특별시,일반판매,전기압력밥솥,무능력자계약
2020044095,2020-11-05 00:00:00,여성,50 - 59세,인천광역시,일반판매,이용서비스,안전(제품/시설)
2020044096,2020-11-05 00:00:00,여성,20 - 29세,경기도,일반판매,국내결혼중개,계약해제.해지/위약금
2020044097,2020-11-05 00:00:00,남성,20 - 29세,서울특별시,국내온라인거래,모형완구,계약불이행(불완전이행)
2020044098,2020-11-05 00:00:00,남성,40 - 49세,경기도,국내온라인거래,기타미분류서비스,품질(물품/용역)
2020044099,2020-11-05 00:00:00,여성,30 - 39세,경기도,방문판매,기타방문·통신교육서비스,품질(물품/용역)
2020044100,2020-11-05 00:00:00,여성,50 - 59세,제주도,일반판매,기타인테리어설비,AS불만
2020044101,2020-11-05 00:00:00,남성,30 - 39세,경기도,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020044102,2020-11-05 00:00:00,여성,20 - 29세,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2020044103,2020-11-05 00:00:00,여성,50 - 59세,경상남도,일반판매,포장이사운송서비스,계약불이행(불완전이행)
2020044104,2020-11-05 00:00:00,여성,불명,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020044105,2020-11-05 00:00:00,여성,30 - 39세,인천광역시,방문판매,미분류대여(렌트),계약해제.해지/위약금
2020044106,2020-11-05 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,기타일반화장품,품질(물품/용역)
2020044107,2020-11-05 00:00:00,여성,50 - 59세,대구광역시,일반판매,기타전문서비스,계약불이행(불완전이행)
2020044108,2020-11-05 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020044109,2020-11-05 00:00:00,여성,20 - 29세,전라북도,국내온라인거래,시계,청약철회
2020044110,2020-11-06 00:00:00,남성,50 - 59세,경기도,일반판매,신경외과,품질(물품/용역)
2020044111,2020-11-06 00:00:00,여성,30 - 39세,경기도,일반판매,동물병원,품질(물품/용역)
2020044112,2020-11-06 00:00:00,여성,40 - 49세,인천광역시,국내온라인거래,신유형상품권,청약철회
2020044113,2020-11-06 00:00:00,남성,70 - 79세,경상남도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044114,2020-11-06 00:00:00,남성,20 - 29세,강원도,일반판매,소프트웨어,품질(물품/용역)
2020044115,2020-11-06 00:00:00,여성,50 - 59세,경기도,방문판매,건물청소서비스,품질(물품/용역)
2020044116,2020-11-06 00:00:00,남성,20 - 29세,서울특별시,방문판매,대문,품질(물품/용역)
2020044117,2020-11-06 00:00:00,여성,20 - 29세,대전광역시,국내온라인거래,유아복,청약철회
2020044118,2020-11-06 00:00:00,남성,65 - 69세,서울특별시,TV홈쇼핑,미분류대여(렌트),가격.요금
2020044119,2020-11-06 00:00:00,여성,50 - 59세,서울특별시,일반판매,헬스장,품질(물품/용역)
2020044120,2020-11-06 00:00:00,남성,40 - 49세,경기도,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044121,2020-11-06 00:00:00,남성,40 - 49세,경기도,소셜커머스(쇼핑),소파,품질(물품/용역)
2020044122,2020-11-06 00:00:00,여성,40 - 49세,경기도,일반판매,이불·요,품질(물품/용역)
2020044123,2020-11-06 00:00:00,여성,40 - 49세,전라남도,국내온라인거래,점퍼·재킷류,계약해제.해지/위약금
2020044124,2020-11-06 00:00:00,남성,50 - 59세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044125,2020-11-06 00:00:00,여성,불명,대구광역시,국내온라인거래,캐주얼바지,계약해제.해지/위약금
2020044126,2020-11-06 00:00:00,남성,40 - 49세,광주광역시,일반판매,포장이사운송서비스,계약불이행(불완전이행)
2020044127,2020-11-06 00:00:00,여성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044128,2020-11-06 00:00:00,남성,40 - 49세,경기도,방문판매,방문교육,부당행위
2020044129,2020-11-06 00:00:00,여성,40 - 49세,인천광역시,전화권유판매,인터넷교육서비스,계약해제.해지/위약금
2020044130,2020-11-06 00:00:00,여성,30 - 39세,대구광역시,전화권유판매,국내결혼중개,계약불이행(불완전이행)
2020044131,2020-11-06 00:00:00,남성,40 - 49세,경기도,기타,IPTV,계약불이행(불완전이행)
2020044132,2020-11-06 00:00:00,여성,50 - 59세,대구광역시,국내온라인거래,신유형상품권,계약해제.해지/위약금
2020044134,2020-11-06 00:00:00,남성,40 - 49세,경기도,기타,기타법률서비스,계약불이행(불완전이행)
2020044135,2020-11-06 00:00:00,여성,20 - 29세,경기도,모바일거래,기타의류·섬유,청약철회
2020044136,2020-11-06 00:00:00,남성,40 - 49세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020044137,2020-11-06 00:00:00,여성,70 - 79세,서울특별시,일반판매,치과,품질(물품/용역)
2020044138,2020-11-06 00:00:00,여성,40 - 49세,경기도,TV홈쇼핑,정수기대여(렌트),품질(물품/용역)
2020044139,2020-11-06 00:00:00,남성,70 - 79세,강원도,기타,건강(암·기타질병)보험,부당행위
2020044141,2020-11-06 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044144,2020-11-06 00:00:00,남성,50 - 59세,경기도,소셜커머스(쇼핑),인터넷정보이용서비스,단순문의.상담
2020044145,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,일반판매,상조서비스,계약해제.해지/위약금
2020044147,2020-11-06 00:00:00,남성,불명,경기도,국내온라인거래,기타스포츠·레저기구·용품,계약불이행(불완전이행)
2020044148,2020-11-06 00:00:00,남성,40 - 49세,인천광역시,전화권유판매,건강(암·기타질병)보험,부당행위
2020044149,2020-11-06 00:00:00,남성,50 - 59세,전라북도,전화권유판매,투자자문(컨설팅),계약불이행(불완전이행)
2020044150,2020-11-06 00:00:00,여성,20 - 29세,대전광역시,일반판매,헬스장,계약불이행(불완전이행)
2020044151,2020-11-06 00:00:00,남성,20 - 29세,경기도,일반판매,이동전화서비스,청약철회
2020044152,2020-11-06 00:00:00,남성,50 - 59세,경기도,일반판매,이동전화서비스,계약불이행(불완전이행)
2020044153,2020-11-06 00:00:00,남성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020044154,2020-11-06 00:00:00,남성,20 - 29세,경기도,방문판매,헬스장,계약해제.해지/위약금
2020044156,2020-11-06 00:00:00,남성,30 - 39세,서울특별시,일반판매,포장이사운송서비스,품질(물품/용역)
2020044157,2020-11-06 00:00:00,여성,20 - 29세,인천광역시,모바일거래,항공여객운송서비스,계약해제.해지/위약금
2020044158,2020-11-06 00:00:00,여성,20 - 29세,경기도,일반판매,미용서비스,단순문의.상담
2020044159,2020-11-06 00:00:00,남성,60 - 64세,대전광역시,일반판매,점퍼·재킷류,계약해제.해지/위약금
2020044160,2020-11-06 00:00:00,여성,40 - 49세,서울특별시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044162,2020-11-06 00:00:00,여성,50 - 59세,경상북도,일반판매,코트,품질(물품/용역)
2020044163,2020-11-06 00:00:00,여성,50 - 59세,서울특별시,일반판매,기타의류·섬유,품질(물품/용역)
2020044164,2020-11-06 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,기타조명기기,품질(물품/용역)
2020044165,2020-11-06 00:00:00,남성,50 - 59세,경기도,국내온라인거래,스포츠웨어,계약불이행(불완전이행)
2020044166,2020-11-06 00:00:00,남성,40 - 49세,충청북도,국내온라인거래,헤드폰·이어폰,청약철회
2020044167,2020-11-06 00:00:00,남성,30 - 39세,경상남도,전화권유판매,투자자문(컨설팅),부당행위
2020044168,2020-11-06 00:00:00,남성,불명,대구광역시,국내온라인거래,헤드폰·이어폰,표시.광고
2020044169,2020-11-06 00:00:00,여성,60 - 64세,경기도,일반판매,이동전화서비스,부당행위
2020044170,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,이불·침대커버,품질(물품/용역)
2020044171,2020-11-06 00:00:00,여성,30 - 39세,부산광역시,모바일거래,기타숙박시설,계약해제.해지/위약금
2020044172,2020-11-06 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,기타자동차용품,청약철회
2020044173,2020-11-06 00:00:00,남성,40 - 49세,서울특별시,전화권유판매,투자자문(컨설팅),부당행위
2020044174,2020-11-06 00:00:00,남성,20 - 29세,서울특별시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044175,2020-11-06 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,자동차대여(렌트),청약철회
2020044176,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,전화권유판매,초고속인터넷,계약불이행(불완전이행)
2020044177,2020-11-06 00:00:00,남성,30 - 39세,경기도,국내온라인거래,기타스포츠·레저기구·용품,청약철회
2020044180,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,운동화,청약철회
2020044181,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,기타통신판매,건물청소서비스,계약해제.해지/위약금
2020044182,2020-11-06 00:00:00,여성,30 - 39세,충청북도,일반판매,안마의자,계약해제.해지/위약금
2020044183,2020-11-06 00:00:00,남성,65 - 69세,광주광역시,국내온라인거래,투자자문(컨설팅),부당행위
2020044184,2020-11-06 00:00:00,남성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020044185,2020-11-06 00:00:00,여성,30 - 39세,경기도,국내온라인거래,기타보건·위생용품,품질(물품/용역)
2020044186,2020-11-06 00:00:00,남성,20 - 29세,강원도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044187,2020-11-06 00:00:00,남성,30 - 39세,전라남도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044188,2020-11-06 00:00:00,남성,30 - 39세,경기도,기타,헬스장,계약해제.해지/위약금
2020044189,2020-11-06 00:00:00,여성,20 - 29세,울산광역시,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020044190,2020-11-06 00:00:00,여성,20 - 29세,인천광역시,전화권유판매,투자자문(컨설팅),부당행위
2020044191,2020-11-06 00:00:00,남성,50 - 59세,충청남도,일반판매,자동차수리·점검,계약불이행(불완전이행)
2020044192,2020-11-06 00:00:00,남성,30 - 39세,인천광역시,방문판매,종신보험,부당행위
2020044193,2020-11-06 00:00:00,남성,20 - 29세,경기도,전화권유판매,투자자문(컨설팅),부당행위
2020044194,2020-11-06 00:00:00,여성,30 - 39세,광주광역시,TV홈쇼핑,기타가사용품,부당행위
2020044195,2020-11-06 00:00:00,여성,40 - 49세,세종특별자치시,일반판매,수영장회원권,계약불이행(불완전이행)
2020044196,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,방문판매,결혼준비대행서비스,청약철회
2020044197,2020-11-06 00:00:00,여성,60 - 64세,경상북도,일반판매,신발장,품질(물품/용역)
2020044198,2020-11-06 00:00:00,남성,40 - 49세,전라북도,방문판매,건강(암·기타질병)보험,부당행위
2020044200,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020044201,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020044202,2020-11-06 00:00:00,여성,20 - 29세,대구광역시,일반판매,헬스장,계약불이행(불완전이행)
2020044203,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2020044204,2020-11-06 00:00:00,남성,불명,대구광역시,일반판매,이동전화서비스,품질(물품/용역)
2020044205,2020-11-06 00:00:00,남성,20 - 29세,광주광역시,기타통신판매,이동전화서비스,부당행위
2020044206,2020-11-06 00:00:00,여성,40 - 49세,경기도,일반판매,여관(모텔),계약해제.해지/위약금
2020044207,2020-11-06 00:00:00,여성,30 - 39세,경상남도,일반판매,기타아동복,품질(물품/용역)
2020044208,2020-11-06 00:00:00,여성,30 - 39세,경기도,기타통신판매,점퍼·재킷류,계약불이행(불완전이행)
2020044209,2020-11-06 00:00:00,남성,60 - 64세,충청북도,일반판매,창호유리,AS불만
2020044210,2020-11-06 00:00:00,남성,불명,경상남도,일반판매,점퍼·재킷류,품질(물품/용역)
2020044211,2020-11-06 00:00:00,여성,30 - 39세,충청북도,국내온라인거래,기타의류·섬유,품질(물품/용역)
2020044212,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,보건위생용품세트,표시.광고
2020044213,2020-11-06 00:00:00,남성,20 - 29세,대구광역시,일반판매,이동전화서비스,계약해제.해지/위약금
2020044214,2020-11-06 00:00:00,남성,70 - 79세,충청북도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020044215,2020-11-06 00:00:00,여성,50 - 59세,전라남도,전화권유판매,투자자문(컨설팅),청약철회
2020044216,2020-11-06 00:00:00,여성,30 - 39세,경기도,일반판매,헬스장,청약철회
2020044217,2020-11-06 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,숙녀화(구두·부츠 등),청약철회
2020044218,2020-11-06 00:00:00,여성,불명,서울특별시,일반판매,캐주얼바지,품질(물품/용역)
2020044219,2020-11-06 00:00:00,남성,30 - 39세,경기도,방문판매,포장이사운송서비스,부당행위
2020044220,2020-11-06 00:00:00,남성,50 - 59세,서울특별시,국내온라인거래,오토바이,표시.광고
2020044221,2020-11-06 00:00:00,여성,불명,인천광역시,일반판매,점퍼·재킷류,품질(물품/용역)
2020044222,2020-11-06 00:00:00,남성,60 - 64세,경상남도,일반판매,기타묘목·모종·종자,품질(물품/용역)
2020044223,2020-11-06 00:00:00,여성,40 - 49세,경기도,일반판매,룸에어컨,품질(물품/용역)
2020044224,2020-11-06 00:00:00,남성,50 - 59세,경기도,국내온라인거래,전기칼·칼갈이,계약불이행(불완전이행)
2020044225,2020-11-06 00:00:00,여성,40 - 49세,경기도,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2020044226,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,일반판매,스포츠시설이용,계약해제.해지/위약금
2020044228,2020-11-06 00:00:00,여성,30 - 39세,경상북도,국내온라인거래,신발세탁,계약불이행(불완전이행)
2020044229,2020-11-06 00:00:00,여성,50 - 59세,경상남도,일반판매,치과,품질(물품/용역)
2020044230,2020-11-06 00:00:00,여성,50 - 59세,부산광역시,전화권유판매,투자자문(컨설팅),청약철회
2020044231,2020-11-06 00:00:00,여성,20 - 29세,경기도,일반판매,각종자격취득강습,계약해제.해지/위약금
2020044232,2020-11-06 00:00:00,남성,30 - 39세,서울특별시,일반판매,운동화,품질(물품/용역)
2020044233,2020-11-06 00:00:00,남성,30 - 39세,서울특별시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020044234,2020-11-06 00:00:00,여성,20 - 29세,서울특별시,일반판매,이동전화서비스,부당행위
2020044235,2020-11-06 00:00:00,남성,30 - 39세,충청남도,일반판매,운동화,품질(물품/용역)
2020044236,2020-11-06 00:00:00,여성,20 - 29세,인천광역시,일반판매,운동화,품질(물품/용역)
2020044237,2020-11-06 00:00:00,남성,20 - 29세,서울특별시,기타통신판매,투자자문(컨설팅),청약철회
2020044301,2020-11-09 00:00:00,남성,40 - 49세,경기도,일반판매,전집물,계약불이행(불완전이행)
2020044302,2020-11-09 00:00:00,여성,30 - 39세,경상북도,일반판매,포장이사운송서비스,계약불이행(불완전이행)
2020044303,2020-11-09 00:00:00,남성,40 - 49세,광주광역시,기타,공제보험,부당행위
2020044304,2020-11-09 00:00:00,남성,불명,충청남도,일반판매,중형승용자동차,품질(물품/용역)
2020044305,2020-11-09 00:00:00,남성,40 - 49세,부산광역시,일반판매,정수기대여(렌트),품질(물품/용역)
2020044306,2020-11-09 00:00:00,여성,30 - 39세,서울특별시,모바일거래,립스틱,표시.광고
2020044307,2020-11-09 00:00:00,여성,30 - 39세,충청남도,국내온라인거래,기타보건·위생용품,품질(물품/용역)
2020044308,2020-11-09 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,기타투자상품,계약해제.해지/위약금
2020044309,2020-11-09 00:00:00,여성,30 - 39세,경기도,일반판매,운동화,품질(물품/용역)
2020044310,2020-11-09 00:00:00,여성,50 - 59세,경기도,일반판매,성형외과,계약불이행(불완전이행)
2020044311,2020-11-09 00:00:00,남성,20 - 29세,인천광역시,기타통신판매,투자자문(컨설팅),청약철회
2020044312,2020-11-09 00:00:00,여성,20 - 29세,서울특별시,일반판매,한의원,계약해제.해지/위약금
2020044313,2020-11-09 00:00:00,남성,40 - 49세,부산광역시,일반판매,통합보장보험,부당행위
2020044314,2020-11-09 00:00:00,남성,30 - 39세,부산광역시,국내온라인거래,유아복,품질(물품/용역)
2020044315,2020-11-09 00:00:00,남성,20 - 29세,대구광역시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020044316,2020-11-09 00:00:00,남성,40 - 49세,울산광역시,일반판매,중형승용자동차,품질(물품/용역)
2020044317,2020-11-09 00:00:00,남성,60 - 64세,경상남도,일반판매,운동화,품질(물품/용역)
2020044318,2020-11-09 00:00:00,남성,30 - 39세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2020044319,2020-11-09 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,신용카드,계약불이행(불완전이행)
2020044320,2020-11-09 00:00:00,남성,40 - 49세,경기도,국내온라인거래,소파,AS불만
2020044321,2020-11-09 00:00:00,남성,50 - 59세,인천광역시,전화권유판매,투자자문(컨설팅),청약철회
2020044322,2020-11-09 00:00:00,남성,40 - 49세,부산광역시,일반판매,등산화,품질(물품/용역)
2020044323,2020-11-09 00:00:00,여성,40 - 49세,세종특별자치시,일반판매,피부과,품질(물품/용역)
2020044324,2020-11-09 00:00:00,여성,40 - 49세,경기도,일반판매,애완견,품질(물품/용역)
2020044325,2020-11-09 00:00:00,여성,30 - 39세,서울특별시,일반판매,운명감정서비스,계약해제.해지/위약금
2020044326,2020-11-09 00:00:00,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2020044327,2020-11-09 00:00:00,남성,20 - 29세,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2020044328,2020-11-09 00:00:00,여성,50 - 59세,경기도,방문판매,포장이사운송서비스,계약불이행(불완전이행)
2020044329,2020-11-09 00:00:00,남성,20 - 29세,서울특별시,국내온라인거래,셔츠,품질(물품/용역)
2020044330,2020-11-09 00:00:00,여성,40 - 49세,인천광역시,소셜커머스(쇼핑),TV,품질(물품/용역)
